"","logFC","logCPM","F","PValue","FDR"
"DDX39A",0.935610287901407,4.08493654491184,17.7481676785464,3.02832190924658e-05,0.000129774395710391
"CHMP5",-0.688535335716967,5.90169547350255,17.8029566595552,3.030591642487e-05,0.000129839161459903
"RUSC2",-0.527819040850541,6.62496140725112,17.8172726805087,3.03965366956625e-05,0.000130194823174817
"KLHL7",-0.555098797610396,6.75700349817707,17.8119081921362,3.04077052922649e-05,0.00013021008369274
"CKMT1A",-1.37054714419956,4.93605912024595,17.7460814591122,3.04507881422834e-05,0.000130361963739908
"SAMSN1",1.28076117623118,4.39420236685375,17.7477639822262,3.06373906253118e-05,0.000131128031876334
"UNC5CL",2.51468260044998,1.83465434182815,17.8298273196915,3.06457996099583e-05,0.000131131239520742
"RASGRP1",-0.771828615062527,6.46316930353407,17.7618694156445,3.07871126647375e-05,0.000131702990709722
"WDR47",-0.569687368722717,6.66560925954604,17.7557153652027,3.12198448280141e-05,0.00013352079526745
"EPS15L1",0.473084617699347,6.51488194193745,17.7472380297141,3.12281544864568e-05,0.000133522978223811
"SLC4A11",2.58293183879501,1.93139027638551,17.7797434780756,3.13640653805318e-05,0.000134070611564221
"DCLK1",-0.512186927905393,9.7082376541291,17.855512094454,3.1480180279445e-05,0.000134533371538716
"GALM",1.06842540489389,4.26070048012641,17.6951686864321,3.1545656212594e-05,0.000134779544387225
"TCAP",1.23444694089161,3.42857753659109,17.6183090283401,3.18760215150869e-05,0.000136155681432867
"CAND1",-0.488453942922754,6.89814635238374,17.7248764133033,3.18836522701147e-05,0.000136155681432867
"TMEM135",0.426609179291561,7.20043314792164,17.7087004941652,3.20512446067314e-05,0.00013683723383223
"FMNL1",-1.19749297975757,5.07022300773023,17.6505350799059,3.20689607312936e-05,0.000136878735407566
"RABGAP1",-0.375498151760954,7.74670214885296,17.7152640229388,3.21268598232082e-05,0.000137091684988366
"PSME1",1.06077356754576,3.75582425437397,17.6163751126914,3.21965152396479e-05,0.000137354682507544
"C5orf34",-2.68807128142784,3.77105784732006,17.603625899679,3.23113861006834e-05,0.000137810396124489
"STAT1",-1.02396756733482,5.11239929057773,17.6471584285215,3.2393449457982e-05,0.000138125991213114
"COLQ",-0.891687489323104,5.90787359958175,17.6304489585364,3.24165989738218e-05,0.000138190282478045
"SRP72",-0.688428702021255,5.86814344783939,17.6742528471771,3.24309850349604e-05,0.000138217192879891
"CSTB",0.582681706695891,5.99933401176744,17.6759490899519,3.2527412850888e-05,0.000138593655551817
"UVSSA",1.01530601881375,4.00261055612318,17.6081204502454,3.25816650723601e-05,0.000138790272714308
"SPPL3",-0.407116201301536,7.71268219865685,17.6610882911232,3.30168643087891e-05,0.000140609133573748
"ATXN7L3B",-0.720361712313758,6.11571289897203,17.6252247381741,3.32130074302407e-05,0.000141409273117563
"SLC39A8",1.00335664897838,4.49675099737106,17.5590634193571,3.32774248384338e-05,0.000141648312589256
"NEK11",0.562502515689015,6.22898479702874,17.6007698884037,3.33060300423144e-05,0.00014173483328969
"POLM",1.152855843873,3.53409158632748,17.5356978362852,3.35168621797775e-05,0.000142596590585932
"CPSF1",0.773360424613451,4.66684899538743,17.5615980722337,3.36157519878774e-05,0.000142965311939848
"STPG2",0.638531460497699,5.80072135729736,17.583159702485,3.36202304830506e-05,0.000142965311939848
"NNT",-0.515199014687552,6.93148237879377,17.5935600248631,3.404441481018e-05,0.000144733146647698
"RFTN1",-0.957714163858681,6.48018797465762,17.6562454774915,3.43118936739527e-05,0.000145834066459302
"APBB2",-0.476603920857898,8.36501055285062,17.5746534308436,3.43243720605448e-05,0.00014585089344168
"KCNH3",-0.948251400390229,6.0410776803491,17.5113990051565,3.46176068507647e-05,0.000147060404289105
"GPR39",1.21807455568542,3.62365074640599,17.4873778732977,3.4678636153262e-05,0.000147283118567066
"SLC9B2",-0.704407203332632,6.20500315804021,17.5216111593372,3.47900784340158e-05,0.000147719777477766
"NAAA",-1.13660075522438,4.79937500333161,17.4575255649406,3.50532778826564e-05,0.000148800425824715
"NKIRAS1",-0.861033259579964,5.23098612846341,17.4664601163811,3.53426740973081e-05,0.000149991715554267
"BSDC1",-0.598201279192143,6.23391926194698,17.5088226041751,3.54969884537459e-05,0.000150609279387393
"LRRC6",-0.760842529597806,6.1472693734856,17.4218136431961,3.60594160887189e-05,0.000152957681724199
"WDR3",-1.15161414717656,4.69796583228849,17.4048630907251,3.60749592463766e-05,0.000152985707777549
"WSCD2",-1.37411083932651,5.17976798111781,17.4247411874082,3.60924492198561e-05,0.000152992263841765
"PHC1",0.597267288712995,5.6289458536071,17.4359997981954,3.6094378134164e-05,0.000152992263841765
"USP43",-1.00379401595994,5.59167891352199,17.4058928247676,3.62550749082354e-05,0.000153635366937869
"STAC2",-1.78033649761776,4.57426601142566,17.3963235637556,3.63178902645868e-05,0.000153863469767317
"WDR91",0.884285897723307,4.17575316916319,17.3817729002571,3.65671404767369e-05,0.000154881109589742
"CREB1",-0.559697008068048,6.36908462899095,17.44434027528,3.66664958116965e-05,0.000155263519242207
"INTS1",0.62204279995571,5.65608267674182,17.409213594181,3.69196119715421e-05,0.000156296675804352
