,human,chimp,macaque
CHD5,0.008486456998054332,0.5159841372058791,5.181252093371583e-05
CHD6,0.14720682862503126,0.5248196853961995,0.8179088140589816
CHD9,0.30119412001767637,0.815002051511567,0.5600693905625158
CHERP,0.0027282111377960176,0.712535106212147,0.10043003483526557
CHFR,0.07242161282425194,0.9797517479794612,0.3326070121309122
CHGA,1.7348397273170034e-11,5.034058050838389e-06,0.13834332390879098
CHGB,0.017488132368300283,0.49372251975494674,0.03963445111865562
CHIC2,0.5610535216904413,0.2444674368886253,0.0926534597559842
CHID1,0.5351602966947091,0.10322972171758188,0.741135138578195
CHL1,0.004367221162199842,0.0002782929028546136,0.001864841146989294
CHM,0.0656586130770055,0.3577186756878774,0.31964756694235963
CHMP2A,0.2116217305494011,0.6751454931903302,0.47604529133589923
CHMP2B,0.07991966590405383,0.5937182596745687,0.05701213159912711
CHMP4B,0.0071774695908411925,0.1709618023480044,0.42335452284180375
CHMP5,0.21203631797778388,0.3474688661232318,0.23999500284412595
CHMP7,0.07903378035983777,0.1198492578180782,0.06735741060691532
CHN1,0.08622362804983832,0.6298247022022371,0.4855818242222748
CHORDC1,0.6308392928352073,0.9098901282515052,0.12308979213684303
CHP1,0.3167579925942782,0.15005170213752328,0.008220121948038006
CHPF,0.024193877458862475,0.21261795181366766,0.011849966032643683
CHPT1,8.068250739288114e-05,0.10155332983435872,0.2785802562057975
CHRD,0.002870456398038729,0.6955526945304691,2.053422665473674e-09
CHRDL1,0.013994958245602195,0.00028908092307986205,0.008681357440828544
CHST10,1.7226772307477733e-05,0.30025251132602315,0.015823053632454842
CHST15,0.0006672078267459615,0.5165250317685643,1.4200097799913438e-05
CHST8,0.6668660831419372,0.035654096925653106,0.00011036984177898242
CHTOP,0.6286963208830565,0.5177246383333463,0.028734605585620847
CHUK,0.6262465093299225,0.008584179859167653,0.04766497964052328
CIAO1,0.33399623450524557,0.37456920999400056,0.34556794602381313
CIAO2A,0.07061405461797882,0.6141524834981824,0.197160669002297
CIAO2B,0.0010154432745297442,0.988939626816322,0.02379071830644876
CIAO3,0.009786206344002688,0.44166819437349614,0.05380516402136629
CIAPIN1,0.15265371711634507,0.34087379512497884,0.035159078998541836
CIART,0.015881437218747897,0.28446319313790464,0.024948248399683553
CIB1,0.03001402318489181,0.01046137060987183,0.0012494100780400589
CIB2,0.009391526658751558,0.07043104571969351,0.42895724561766035
CILK1,0.20275997260677428,0.12289521802878307,3.119038229727899e-05
CINP,0.029244483044164278,0.05042511539790747,0.0018579750135482144
CIPC,0.01415167263897954,0.9823775518966308,0.05818408544176223
CIR1,0.47149993793334455,0.006526852319169489,0.7095711279230985
CISD2,0.7453352804244945,0.5048426950683049,0.503846132480448
CKAP4,0.3848747685630825,0.04197186624413384,0.8930168299717416
CKAP5,0.004159823863873796,0.07995273659988682,0.4842879948409904
CKB,0.3964161535670906,0.005287219813926737,3.7719656602957454e-06
CLASP2,0.003012822706867746,0.05444587404266399,0.05576381680913481
CLASRP,0.20899483487374484,0.2502435980478343,0.02540183630616562
CLBA1,0.5322987120581488,0.7861778885663255,0.4827368799182087
CLCC1,0.23303592425899547,0.05586926196415748,0.8918808988561713
CLCN3,0.6753583471259885,0.5013275350182498,0.10765523061517679
CLCN4,8.011242038292151e-06,0.0021538566357957806,0.6745529759760112
CLCN6,0.010943368267749987,0.3071155822110985,0.007614661657400505
CLCN7,0.07604162699072292,0.09848802313990786,0.009333288967315308
CLDN11,0.2977638772567359,0.49900128550649037,7.466307559863228e-05
CLDND1,0.045164530053481956,0.18579612560706807,0.016672719347834764
CLIC1,0.19718715465947442,0.18780402581261632,0.17871078655745404
CLIC4,0.10450898728447691,0.28533650637784813,0.015606588470289636
CLINT1,0.01599772412143148,0.690283669090028,0.05591331041999801
CLIP1,0.06179791275806876,0.3152484295926644,7.7088765035603e-06
CLIP3,0.007622558592903189,0.21595662719754932,0.5826017705330795
CLK1,0.06763735343658478,0.0954003056569809,0.8712229717176452
CLK2,0.958598970076359,0.07726491681538732,0.08246268821387906
CLK4,0.3440904433473558,0.9586939734848321,0.002004981490063373
CLNS1A,0.17212575855955162,0.7151284078387814,0.025211930938652365
CLPP,0.21013786110729268,0.06151135619347167,0.06447313173293988
CLPTM1,0.1280571664209113,0.0023473385188290696,0.9517238223174622
CLPX,0.028877451807460677,0.48054226479605455,0.9677007616032257
CLSTN1,1.3446145963673005e-12,0.013353350656503532,0.1628948989558484
CLSTN3,0.0017531998317796757,0.1059136567160177,0.023021205803198427
CLTA,0.023022606197264844,0.01116315934854251,0.04386193135328757
CLTB,0.530618936974842,0.07913611661771801,0.26797199787835746
CLTC,0.00011053006376881174,0.002059479180417536,0.41845686374173297
CLU,0.040704993098235,0.2420265121916147,0.11822011056172278
CLVS1,0.02525416848979901,0.1899545387351454,0.048361346096413585
CMAS,0.01015367072194218,0.01518378474811056,0.09353505025295336
CMBL,0.17037467700338346,0.07853517067487724,0.34081214647625435
CMC1,0.7715543520932288,0.1132228231939511,0.12169569931031157
CMPK1,0.5845084445590143,0.4588347238574262,0.17574050189965593
CMPK2,0.0005802833717006348,0.36502996664572684,0.08224820258313942
CMTM3,0.02065937686991433,0.07689648001775279,0.08347476578721612
CMTR1,0.2032029679778987,0.6524689822663219,0.7405690862797853
CNBP,0.8843934772670038,0.23561267466690963,0.7013914372446253
CNIH1,0.08317995239660207,0.8091214928688264,0.02232968154124511
CNIH3,5.762900847188077e-10,4.462849190690333e-06,4.185023917773204e-08
CNIH4,0.8854442978429775,0.21943618662920952,0.030001899087989798
CNKSR2,0.3513297570025169,0.3258063725745734,0.00030761522400965226
CNN3,0.009369848839736405,0.14758213014324414,0.12605225209187854
CNNM4,0.16449314919776928,0.31455941116026637,0.35651529289472833
CNOT1,0.8216545364916255,0.2172344667777448,0.09640857260280516
CNOT10,0.03041839560223832,0.5387909483668661,0.2274456280252598
CNOT11,0.16498528568159554,0.6554083601644403,0.5307067367923788
CNOT2,0.03125817560295506,0.3546676487141819,0.9502427032837837
CNOT4,0.14269758471973934,0.005206148321075356,0.8146335153359503
CNOT7,0.5803709676953568,0.640083224750944,0.0005894999605979556
CNOT8,0.020632426080601403,0.0658417818628506,0.18240390754599964
CNP,0.00426829550735484,0.2190407154124544,3.0249277569001666e-05
CNPPD1,0.18099280432412304,0.5164410197561127,0.06997258041885929
CNPY3,0.5411403057134365,0.06382326155393543,0.9991784094030837
CNRIP1,0.00431921686231009,0.05443299283518851,0.030541788768681622
CNTFR,0.07930716496996218,0.04313384724394228,0.04173194918774136
CNTN1,1.3384701235379666e-06,0.00047879323075780846,6.287472535595601e-05
CNTN2,7.98939939822216e-06,0.0027171711968936372,5.123391078071675e-05
CNTNAP1,4.4610909826621806e-05,7.554923837268794e-05,0.5840089196824141
CNTNAP4,0.04080360669217715,0.8179929231816992,0.19362120761025847
CNTROB,0.025622835213514855,0.42358886905861715,0.46892125033350684
COA1,0.7320230813396984,0.0010017643592466847,0.03190729174875559
COA6,0.38832645360478035,0.8100876728206455,0.07054393918712833
COA7,0.0014825774091493011,0.3059404245528111,0.2467408112579823
COASY,0.3701751271494991,0.7637113115293144,0.6888500765865013
COBL,0.00016403229762946195,0.14746306577886056,0.0007115193052899388
COCH,0.5148597802518611,0.7273892967844645,0.061069136275313456
COG1,0.0019197270661846177,0.0032124181901925656,0.06136539716528384
COG2,0.33116602464338835,0.9569025000056621,0.36924631897893967
COG3,0.40314890347597476,0.18894674465547895,0.857322904547269
COG4,0.3809517945258172,0.003957249714535309,0.0627458134432703
COG6,0.35181971516304034,0.1533259541819043,0.9176022132728291
COG7,0.8849243744422935,0.03545808805630729,0.8259447455442321
COL18A1,0.019235888856568354,0.001120866029870084,0.025591522635776895
COL1A1,0.05044134334036499,0.007532912189273626,0.000650858078128615
COL3A1,0.06079506825633622,0.007264209036188826,0.0020663934697370406
COL4A2,0.33819374490415,0.1011102545826323,0.05254078841898038
COLGALT1,0.19647737455587358,0.5137404363712856,0.2726686516237276
COMMD1,0.12435895348845476,0.07665543724856831,0.7651789788285355
COMMD2,0.08369622545648225,0.01631570891556608,0.0003222312300385815
COMMD3,0.0013907619440245219,0.013809560154161142,0.010740411414589836
COMMD4,0.19716637277639965,0.026504433183743247,0.202957918734278
COMMD6,2.3063418878439678e-05,0.3491067104830062,0.08642296267612189
COMMD7,0.9354336185100333,0.6549530803374222,0.18563128484482685
COMMD8,0.024545051843845703,0.27689853143945903,0.05817890180267195
COMMD9,0.4434760218778867,0.2335577258367841,0.0050465904473330015
COMT,0.2709524672653967,0.29336534284391275,0.4701982858279208
COMTD1,0.2867920823593227,0.5359753335731674,0.5999641838849459
COP1,0.04142318597590835,0.34149478909164305,0.240200754498198
COPA,0.5512662611056673,0.5433600180885951,0.0056340232099781245
COPB2,0.7675323276056374,0.1954253746458305,0.05841685941294144
COPE,0.1643965157105372,0.5148654128658923,0.01252936920949035
COPG1,0.04721109535274651,0.556177296749726,0.215764128694597
COPRS,0.02246306575300127,0.02847547313326005,0.4058679554664317
COPS2,0.013646286017445077,0.19831927763462656,0.7033433164624999
COPS3,0.021042513372666605,0.21488166115172355,0.3029657727872507
COPS4,0.39453421254266396,0.0154971234738851,0.7605761180345384
COPS5,0.8335869783480492,0.04526323072809526,0.02623854925419643
COPS6,0.18867794887277045,0.20802114749694908,0.034405793692236834
COPS7A,0.18581968063204432,0.15805889696862616,0.4270204621683106
COPS7B,0.2659081294458344,0.7500669857273687,0.6838039386738126
COPS8,0.20638999745248499,0.07643901286071662,0.010956755466113566
COPZ1,0.09432216351012869,0.49602326880670977,0.4961803653478206
COQ10A,0.689731344952893,0.023390720520554163,0.0006929545515962798
COQ10B,0.00445264469349571,0.2307265568324168,0.016957594778064123
COQ2,0.02172859088614234,0.0014743257067836954,0.1419383970761689
COQ3,0.007231151642784086,0.0329551178119716,0.2002290948199523
COQ6,0.4367808889541718,0.38603680202836993,0.5038672262586366
COQ8A,0.20586693695858152,0.3466333807007247,0.025555189248995396
COQ8B,0.012671537200399657,0.35164252455935374,0.6461775303179546
CORO1A,0.7774961109075902,0.2166960129868783,0.10749581056601196
CORO1C,0.48535771190523336,0.12898694032677988,0.004900844882535217
CORO2B,0.7828836502310546,0.9231532089732469,0.2183596906138317
CORO6,0.0669807222133821,0.05573441285425448,0.13797358902523058
COTL1,0.06680617737780994,0.4293711448005888,0.6794505057460078
COX15,0.41659288308039455,0.01782585204767357,0.6884520939163283
COX16,0.8018972162150841,0.4787646002158379,0.0410551225408602
COX17,0.015305312685094542,0.14122405200215082,0.7374928776882661
COX20,0.1165332752998562,0.3925029205917221,0.08137930706076626
COX4I1,0.0004190969384154374,0.25810587754118175,0.0026330075016187996
COX5A,0.6481869312068715,0.011257034126155762,0.03953122669785807
COX6B1,0.4354998642663661,0.3451090972978566,0.04610241996925387
COX6C,0.2136718748575818,0.3266105797699135,0.0521091018399265
COX7A1,0.18532374091641649,0.66797464009443,0.03624707302695355
COX7A2,0.13488708595982452,0.12058298919608106,0.009591871255293576
COX7B,0.011165814111184228,0.030104873247434657,0.06296567268509601
COX8A,0.020930035155218435,0.13035820256546485,0.003831441751604429
CPD,0.49861104177243665,0.7155728833208728,0.011907340949854293
CPE,0.12658112536683952,0.008796946652526592,0.22319480761367894
CPEB4,0.07131076044642636,0.8678348582712868,0.06599217436755532
CPLANE1,0.058192737724929486,0.3190401591612543,0.9843953381022301
CPLX1,3.9241549770945615e-07,3.510827064660934e-08,0.06417854843563478
CPLX3,1.633938081871406e-05,0.00018713925061171583,0.0022242039117711127
CPNE2,0.013783233808386667,0.20923441749464844,0.9334094032955195
CPNE5,6.905242166413288e-07,0.000365905820613998,0.5346832385498943
CPNE6,0.0195669847769745,0.8200247157003954,0.017530248227242532
CPOX,0.8485014797753793,0.13291885482055696,0.6707844325295425
CPPED1,0.4683287054697286,0.44314933783120936,0.052723040555598136
CPSF3,0.6305751068695382,0.49625821464402164,0.49596995602611904
CPSF4,0.27356807336483235,0.04443501366556696,0.750063558579521
CPSF6,0.11889880338858787,0.48882155002973293,0.32853901582695355
CPSF7,0.992323030385389,0.549977707596844,0.2772616401646959
CPT1C,0.0021529047332513205,0.001052548757890459,0.35698138123236156
CPTP,0.10738300637065665,0.030458208846680372,0.35491326076759444
CRBN,0.014519575017794936,0.026685419970534675,0.8241375023946069
CREB3,0.9555398605854757,0.49706343586109203,0.7046275362495742
CREBBP,0.7992182881922405,0.16458777165378563,0.12807352176029502
CREBL2,0.2377036061154012,0.4822105084211207,0.004489036253434766
CREBZF,0.9931221557280019,0.4802788126598393,0.7673021760190244
CREG1,0.6977480951062109,0.3595780197080407,0.31675857133732066
CRELD2,0.2178953998360286,0.6891158915675913,0.008923410161530348
CREM,0.12625536542059657,0.010261895664093693,0.5916807534064513
CRHBP,1.662256802710807e-09,3.447925274439665e-08,9.370091275461404e-05
CRIP2,0.17800269558206427,0.9435767726665232,0.06970658754168876
CRK,0.5836373880913388,0.28981083119357154,0.6490662948685944
CRMP1,0.15382125039918798,0.6286986450663254,0.47762743250119466
CRNKL1,0.9266817299208696,0.744327440752834,0.00607596826210505
CROCC,0.020010957154476473,0.1596356444906145,0.11078613487354635
CRTAC1,0.0011749718272971322,0.005513794979628005,0.10667341882889032
CRTC2,0.186533360731199,0.19997406342829754,0.37100310754947213
CRY2,1.8051870599514896e-07,0.03231742306839857,0.2818011389502544
CRYAB,0.1745262320932821,0.1510607084325769,0.04028449687075374
CRYL1,0.2746276192731522,0.590650440728492,0.017720920982010207
CRYM,0.006459585807225151,3.40125657355903e-07,0.33823711850538135
CS,0.004853155034610846,0.04756978528000243,0.8298972256496832
CSDC2,0.1914697808893722,0.40839418601875,0.023335316077583983
CSDE1,0.007965237355583233,0.9397513323979235,0.531381005314782
CSE1L,0.014719236415852145,0.015955286255394618,0.18069822097562194
CSF1R,0.012770107245762477,0.269712767252004,0.40605581305249855
CSGALNACT2,0.07745963000284802,0.40181514083362085,0.6656317165110719
CSK,0.049255614790697226,0.043902196483562125,0.5980796957745687
CSNK1A1,0.3170533359616186,0.5275835117315381,0.0038529324726419207
CSNK1D,0.03878060509466044,0.36382983468705066,0.09253472440079119
CSNK1E,0.010328007872704322,0.03183313224614947,0.4818013482557306
CSNK1G1,0.4546874878399495,0.9358134104606941,0.6510286808129961
CSNK1G2,0.04253976331136266,0.1252388268503796,0.02839932317473092
CSNK1G3,0.042506348317073006,0.2569976881241438,0.07907074889596767
CSNK2B,0.42297718555008523,0.09831345923037892,0.9185621749613979
CSPG5,1.5002695611406505e-05,0.05382857251657906,0.4334249036677762
CSPP1,0.006429215755646603,0.23507262448822663,0.7807764734832907
CSRNP2,0.04917785886011083,0.8447893632209735,0.4729377370305029
CSRP1,0.14445550831275958,0.4316898912007999,0.13116536525793054
CSRP2,1.956759813205572e-05,0.4222741743803514,0.5328457032026639
CST3,0.0657964547035859,0.2613585921125314,0.05236021856736219
CSTB,0.5359860125152323,0.2906252245500035,0.2376902477938309
CSTF2,0.01050457505425055,0.2998333847594738,0.26809140017690297
CTBP1,0.5511064967824268,0.06299775491568106,0.47059002006452977
CTBP2,0.3556406742863485,0.05301266562933492,0.3027851357273907
CTCF,0.9263563674627743,0.9662696825051109,0.019004407483302403
CTDNEP1,3.542518836444545e-06,0.6173015290064281,0.0012099613511221026
CTDSP2,0.04438214185640162,0.6750384989456727,0.12742202903375027
CTDSPL2,0.05132901027845589,0.6361000073225661,0.1073295656593894
CTNNA1,0.3116200270595704,0.854343488688382,0.8376042276035383
CTNNB1,0.5883736623465836,0.0005232179601734261,0.014719003966386028
CTNNBL1,0.0028269774518215737,0.3359188674657954,0.5137492410431643
CTNND1,0.0015272884776540876,0.0053025444365920535,0.0005081513444377647
CTPS1,0.5688465560399829,0.973593862124687,0.5691804179619369
CTR9,0.38158736939797583,0.3040351844882457,0.013564928550924844
CTSA,0.005985027988527208,0.49841770427197474,0.21481216739544784
CTSB,0.0010468548884350862,0.04907863862252578,0.7105455544408555
CTSL,0.5265768318967636,0.5942323058190965,0.023097434274269562
CTSO,0.9361244500619589,0.0783404864416338,0.4457579315640454
CTTNBP2,0.0017453259866542258,0.026700128006140942,0.005928258514037018
CTTNBP2NL,0.17358304078732573,0.1675731850288691,0.6871087374228062
CTU1,0.5005890550384726,0.11990641844077889,0.2690134486672848
CUEDC1,0.38545943765541585,0.085470747173135,0.07327327827010485
CUL3,0.22692116188252037,0.8318632286379702,0.0945271332567683
CUL5,0.7194026860113086,0.23642249491013953,0.692843918382952
CUL7,0.4572098077770529,0.3401291566011004,0.06748134033762347
CUTA,0.056894382656727416,0.0325905890624612,0.030463790800727246
CWC15,0.4814093675470329,0.8282195389960016,0.002863012126216855
CWC22,0.10382726930305727,0.5560290655639765,0.9270746849304822
CWC27,0.2757492073919317,0.04126591542595886,0.16563832356567035
CWF19L2,0.7147079615715051,0.5296062808642152,0.9607707718301041
CX3CL1,8.055608963112057e-06,0.02935718636532542,0.31632381824516537
CX3CR1,0.013324074495779428,0.23481520432976083,0.0810195192087642
CXCL14,1.7628535797015455e-06,0.00021238945117096238,2.4928610019345315e-08
CXXC1,0.0010619096168561102,0.4228759145193153,0.0005405478868756224
CXXC5,0.20074697880827816,0.024332171656789633,1.3626247424123447e-09
CYB561,0.052951271942620025,0.541838736343909,0.6521814571747009
CYB561D2,0.37350536182299604,0.9493515019362846,0.33578693596095965
CYB5A,0.06804492680755343,0.015356607290386567,0.5552455007768009
CYB5B,0.11250729589880508,0.4328609443116176,0.9193188701570186
CYB5D2,0.05172482606432039,0.7964535998489907,0.566861972551864
CYB5R1,0.004736406535718996,0.026597316350012907,0.19929203113852298
CYB5R3,0.39292916490155255,0.3794008448108082,0.19233824067326916
CYBA,0.1361080887266599,0.1631167007288856,0.5684586303195361
CYC1,0.2158045668986593,0.003264446038065534,0.38994388114314954
CYCS,0.014907857709974198,0.054684336502472106,0.5223487989244795
CYFIP1,0.0710279624599077,0.00011190648472713333,0.05185509338990793
CYFIP2,0.03889261898380726,0.09365961467619949,0.06577753545712847
CYGB,0.3426959987494618,0.2493527333576069,0.0003062392754918138
CYP26A1,7.243489008502865e-07,1.8177957491060633e-05,0.023736880100372035
CYP46A1,0.00023812954563420937,0.22697635912985528,0.0027420384433699953
CYP4X1,0.016420740464919266,0.017437759062200738,0.1309169098678362
CYRIA,0.024796560404995994,0.1293625012193403,0.06124503656699846
CYRIB,0.34796353435486266,0.13299227938013988,0.10603551818951598
CYSTM1,0.8040168318813175,0.00076339357340363,0.10314738794516692
CYTH2,0.07832564629814566,0.014789349159236721,1.038554020642474e-06
D2HGDH,0.027679439873410684,0.44359181807362513,0.3110616257060228
DAAM1,0.001119968611959728,1.6717748286880107e-05,0.0021724337850694145
DAAM2,0.03025693631115618,0.2143289321954302,0.08364489362807932
DAD1,0.22262441695248666,0.7462833807210042,0.11207961263502762
DAG1,0.204440750200698,0.15214791167242253,0.2116150702548535
DAGLA,0.00020915393722977833,0.13098041468314073,0.07488255762044412
DALRD3,0.11206498058331951,0.11540216039020959,0.6447544529066324
DAP3,0.2671918832959792,0.06208446514211254,0.7387194939086082
DAPK3,0.0032885411280107503,0.08447098029850082,0.5439200262655604
DARS1,0.07679636431779777,0.026577822194211988,0.1363936059175727
DAXX,0.8229426737259858,0.627978193609541,0.24170867162898405
DAZAP1,0.8908457237457591,0.9984316660438137,0.028293137692200425
DAZAP2,0.27807234482572224,0.4009159836412929,0.5381925964240686
DBI,0.07309399302517275,0.34041956528347067,0.0707086429410572
DBN1,0.03831236233729527,0.3233613720002446,0.02396432815639864
DBNL,0.6393922781020389,0.06154772197937353,0.8332757921910465
DCAF11,0.02182013753970799,0.01072142132671996,0.008415666523053556
DCAF12,0.743478286601075,0.8376255109456292,0.25128702486533433
DCAF15,0.29900382649763013,0.6949520730006432,0.5531144379851147
DCAF5,0.33790867913753436,0.03539479185026628,0.01572391913007767
DCAF6,0.24944293692443678,0.7552914614066797,0.417871856927141
DCAF8,0.8069726409017233,0.20922300238821753,0.006294983843138141
DCAKD,0.2847452472773869,0.4920385479861257,9.166121979851426e-05
DCBLD2,0.9122944098704017,0.16907734874664176,0.10864684927783394
DCHS1,0.006403691616938054,0.07089489451429906,0.09227950966476538
DCK,0.25890395828483787,0.030952230002161532,0.1936244970894891
DCLK1,3.5428112615598298e-06,0.5594515592067711,0.0005037182698595238
DCLK2,0.19976978671645976,0.4024309534513062,0.1680086442473405
DCLK3,1.0751040556672411e-07,0.07148422183342028,0.0020839357445701246
DCN,0.006590593662422606,0.025756016680319547,0.0012651680278496942
DCP1A,0.07775337058357674,0.6273408860319722,0.7796659464967108
DCTD,0.0002800336600817106,0.0002455624797149916,0.6533532606625235
DCTN1,0.05874514875157417,0.3946442016696446,0.34093180060428563
DCTN3,0.029216475001808566,0.35961426889880954,0.28479130591177726
DCTN4,0.34563568548946677,0.24069534529225617,0.08790853646000889
DCTN5,0.025094672272429706,0.1401431252708404,0.38886875322251635
DCTN6,0.00014783706488558294,0.7947235732109944,0.43266150249945934
DCXR,0.05736484695604987,0.0827491107789969,0.00135292941662611
DDAH1,2.9111811435511695e-06,0.10977585020185604,0.5987831961440111
DDAH2,0.12497554803823775,0.007526989612461604,0.5871664710444018
DDB1,0.19147288631237894,0.6424114867978585,0.0526357075532951
DDHD1,0.4004195856536742,0.24702271590105285,0.4020971413974663
DDHD2,0.3672928899764458,0.31311359295148367,0.13329441313210588
DDIT3,0.2052823039045077,0.15667656141586347,0.004072001421279027
DDIT4,0.18780105515508996,0.07956436968418445,0.15775600779421664
DDN,0.029087753148720044,0.8570567923917785,0.00020577444150919605
DDOST,0.1923308133540872,0.4217179038993174,0.12089136275714295
DDR1,0.008823320117213528,0.28518365340032964,0.03007668386970763
DDRGK1,0.03724734993239452,0.9860869527099736,0.7569263085787654
DDT,0.24749217104120022,0.015933875454499497,0.10280487482923953
DDX1,0.5075921683947076,0.008576802126968604,0.6641276411718391
DDX17,0.7371453704321135,0.2272590658364863,0.7132552332970606
DDX18,0.8772761249916241,0.3208269449877049,0.4240888029155889
DDX20,0.6684034022048979,0.9009249394802982,0.8586448874333519
DDX23,0.3408536314847005,0.3546223937964733,0.2322073135301669
DDX24,0.12480256638977001,0.8471286145692041,0.234194489835994
DDX25,0.5761871108866337,0.25490346443166917,0.4374822640008995
DDX27,0.9234016313576568,0.6469007001279827,0.09468934347928618
DDX39B,0.06109318527085284,0.3910725983297205,0.20751437158273797
DDX3X,0.21817620259260687,0.9513828454895693,0.06255241568731595
DDX41,0.2115917837590766,0.10424769287830565,0.1347084766501673
DDX42,0.22156632264563006,0.28157225267701796,0.004005792109124664
DDX46,0.028144524730180108,0.9805764510505843,0.11467220985094895
DDX49,0.052315302326175095,0.7220820422772315,0.0012702881634049628
DDX5,0.14265469965007868,0.6182365977629605,0.18662748835310508
DDX50,0.3984416260986122,0.566374313216711,0.9912072449817371
DDX52,0.5821492974943521,0.2153904583631034,0.8243514885207829
DDX54,0.09330202524747537,0.618613364702897,0.05076289981909815
DDX55,0.29632177477425076,0.9405400675607675,0.030710903892998964
DDX56,0.5001280106112792,0.7075020270800969,0.3271728651106452
DECR1,0.011310763234438581,0.17506118801718018,0.38387146655781795
DEDD,0.5806340878708895,0.07818148083166641,0.7713634505063078
DEDD2,0.3409563922880018,0.01104875573836678,0.03939577877644477
DEF8,0.06551998223944956,0.4349505131157334,0.1938410859637733
DEGS1,0.017516591654410517,0.8616299960346381,0.00023210241826286538
DEK,0.7321449237277693,0.9473910287177502,0.6046204791318164
DELE1,0.11521047784525765,0.9747872526614417,0.047406219613499646
DENND2B,0.0285988471660799,0.06204142665099861,0.24547249316474795
DENND3,0.7577747030671437,0.5054058235171797,0.4183724459324254
DENND4A,0.038089366998262694,0.6636178619720654,0.7569402818724674
DENND4B,0.10556080299241351,0.0022465999966117694,0.012779485602611426
DENND6A,0.8314789641446607,0.9335259408911651,0.9184138104793826
DENND6B,0.2655632784645104,0.18961904830779783,0.2476885264707755
DENR,0.017987963718371514,0.3060032796003918,0.6484278719092572
DERL1,0.006846867506390404,0.8035217591389794,0.04334463865735388
DERL2,0.2296608298063634,0.9021544777387834,0.04261253243948124
DESI1,0.22357489949435733,0.2954980460791637,0.6999410680565243
DESI2,0.7878643417556004,0.8650013344407557,0.37512990956299064
DGCR2,0.05205947759291148,0.13846874466647627,0.24685645272541593
DGKA,0.001688911319926962,0.4684617315560924,0.0011705181409816731
DGKD,0.2926805504441679,0.015014150626216317,0.43823238516337304
DGKZ,0.011330838667809736,0.0006834818668884941,0.19340638884825292
DGUOK,0.42371293597960114,0.3259230813475375,0.17883460497520665
DHCR24,0.04178685054136984,0.32890304249204816,1.183998916154612e-06
DHCR7,0.0006884386330530998,0.1434700819327654,0.0010837200751339297
DHDDS,0.007499507923202621,0.22186652486794675,0.018767910602208362
DHPS,0.01888250263847469,0.13517923761755402,0.09978981578002219
DHRS1,0.18773329438949926,0.3297435844525363,0.21050546136242876
DHRS11,0.03567325682924553,0.05699962585305085,0.24327154501104217
DHRS7,0.043568135847175955,0.4276151117435958,0.01312341037329509
DHRS7B,0.28892649702698797,0.11665946879231008,0.21784023774581038
DHX15,0.024144642536929745,0.22541843679108844,0.46039006905658286
DHX29,0.1402790457384967,0.34816619707184543,0.49027013010981335
DHX30,0.03959120297174975,0.3014475647785552,0.021694631024416683
DHX32,0.02744534236706845,0.03614412565758755,0.44792181902898054
DHX34,0.7532777499893695,0.024599275898835413,0.3001812767982057
DHX36,0.3698654146238035,0.9513325368783812,0.03189615788414533
DHX37,0.5224310064160077,0.5473921754732038,0.657196388364031
DHX38,0.018734130383516102,0.9735959438163777,0.5167983388973114
DHX8,0.5893423806028397,0.15000733376907993,0.5435300967361061
DHX9,0.18700866558950607,0.038385770616960815,0.967509166948037
DICER1,0.7790667692471341,0.16618077868576883,0.08907954562665515
DIDO1,0.2945033922227458,0.41477306290736704,0.20466432610870644
DIMT1,0.10520267287533795,0.7885196948986529,0.6321333130923812
DIP2A,0.001245870241533647,0.00033307590553497817,0.1383487624523404
DIP2B,0.1378269027093822,0.1426277789669953,0.27376235707000224
DIPK1A,0.023707643946668442,0.026568129507368178,0.03250407607056742
DIPK1B,0.005798204763118012,0.36801574779063523,0.19822282726025137
DIPK2A,0.5769914139976893,0.10345874037266879,0.9820942557944827
DIS3,0.15525689877530635,0.02959253377657008,0.7310852516058102
DIS3L,0.6784602414169166,0.40393044094951325,0.0007180608324186729
DIXDC1,0.011634708682800619,0.0009322062424041129,4.919456935932282e-06
DKC1,0.8203001912400453,0.4774778261181093,0.021662987862184437
DKK3,2.799211015031278e-06,0.026557359068228162,0.5458065275627046
DLAT,0.26398840495846454,0.44890180833454085,0.17038647592885314
DLC1,0.00024038309102425402,0.021621676179934962,0.6105699778609643
DLD,0.25535258688394447,0.09612854527914014,0.004178967722057512
DLEU7,0.019946040560609512,0.9814070061704804,0.03295962840035174
DLG1,0.00010251302151062545,0.016701155679283028,0.6269893651264103
DLG3,0.0009221459286446949,0.26054417234834854,0.1335184365494405
DLG4,0.7131712405805639,0.5774101350946461,0.038196587355379036
DLGAP1,0.0018687730930880455,0.04359899657662407,0.13034095523301337
DLGAP3,1.3200833394802174e-07,0.8087578086312052,0.0024651651816502604
DLGAP4,0.011438088464233234,0.13648668934494365,7.712103880778853e-05
DLK2,0.23411937611856926,0.2265340650119141,0.26206768625848015
DLST,0.7328562491204584,0.8870252959609685,0.4612368724624524
DLX1,2.4645354881656978e-05,0.0007969993987457769,9.79051144700096e-11
DLX5,5.43102535696359e-05,0.10934396273785163,3.359811477465588e-06
DMAC1,0.014172457947172716,0.4121155032345606,1.8927342020889563e-05
DMAC2L,0.008126212671826519,0.601098185306392,0.5296633311321266
DMAP1,0.05428722404065933,0.12675884326356518,0.009196592213987595
