,human,chimp,macaque
SLC35C2,0.5381876812375748,0.1143934574333343,0.6221073759886255
SLC35D1,0.10690233201947692,0.8455384076744934,0.1352091256862668
SLC35E1,0.008189686562247434,0.8037150833004991,0.9388259292412928
SLC35E3,0.9225230686842751,0.39079166313336866,0.008872991870950836
SLC35E4,0.814451173803264,0.4261575641908333,0.027431278696089075
SLC35F3,0.007717679906142717,0.19719100795223957,0.12430957121730205
SLC35F6,0.6505498397849252,0.6202177862438505,0.35446078258688174
SLC36A4,0.3130038772959536,0.1339960631621503,0.0018436394345052092
SLC37A1,0.6097305824042822,0.09384505766338255,3.7017083342282865e-05
SLC37A3,0.03305310904330043,0.8375767757784003,0.23915361113407885
SLC37A4,0.030263894500122523,0.2201824355063393,0.5073391662421224
SLC38A10,0.44695373257615534,0.007482086151445857,0.003942402121703709
SLC38A2,0.0009983301848064748,0.019491495817757675,0.43965240024396424
SLC38A3,0.1335721366488053,0.04881938832267119,0.017132591932217563
SLC38A5,0.20376798569612195,0.07087632184342972,0.06015301064503105
SLC38A7,0.5565378664944883,0.6583772109311783,0.004642207784732029
SLC39A1,0.5796536035878641,0.16164930904989278,0.10922978356231812
SLC39A10,0.646096985865438,0.26212974347759527,0.17716594220654752
SLC39A12,0.016220622117755105,0.02903946947514847,0.002129179977590778
SLC39A13,0.534868884669072,0.11044998340341397,0.11682844725820497
SLC39A14,0.0989598637531632,0.948187456523478,0.5464182158824
SLC39A6,0.04269610065314135,0.0338653992317028,4.499912844628647e-05
SLC39A7,0.7376796986572594,0.38343051182581167,0.20025253614127775
SLC39A9,2.007952190726618e-05,0.026240387839813452,0.08464447181239211
SLC3A2,0.041902690942677144,0.19384587724336091,0.2920970620300023
SLC41A3,0.0031645332725986726,0.1423295250927223,0.011609709954428208
SLC43A2,0.00442114352686823,0.6018543363930653,0.5992938214152204
SLC44A2,0.003470481021189277,0.3051835895129506,0.28190931230703387
SLC49A4,0.09850781291139915,0.1662676103663945,0.53638119525441
SLC4A10,1.0259955285062882e-07,0.00045353414783679815,0.16501705991761736
SLC4A1AP,0.6849078144894357,0.0006971038822338473,0.04724850728595904
SLC4A4,0.06495508447579025,0.12035253820824217,0.27641554036961974
SLC5A6,0.7197798878322799,0.24084875401396144,0.40055993267741125
SLC66A1,0.14668886516251362,0.020489624200182948,0.7086177123713305
SLC66A2,0.5408921693283377,0.16752735396089155,0.008556016253957108
SLC66A3,0.049261143698315635,0.592012118476311,0.9082489039082328
SLC6A1,0.00034663961112250935,0.0012646376685777662,3.123637499164699e-07
SLC6A11,3.273841222241045e-06,0.010812354137930321,0.001114699106410056
SLC6A6,0.07238385424694421,0.0006686729714218112,0.017722653212999817
SLC7A6,0.4857583234792885,0.030844261520808203,0.01585050207471037
SLC7A8,0.6986939232026187,0.91040217172075,0.0005266546178427551
SLC8A2,0.0005646446326583866,0.30855002862357905,0.30804634038966494
SLC9A1,0.06169842623384862,0.041093765710270604,0.24017860718173706
SLC9A3R1,0.02433389792437958,0.022913930832550694,0.07011141564022681
SLC9A3R2,0.27674748064299415,0.10012760725514212,0.8227126585286275
SLC9A6,0.0032663710081973813,0.39433860079851757,0.09802079275318183
SLC9A8,0.2512389557532991,0.05591706580003624,0.23974963734865604
SLCO2B1,0.24164033601877485,0.5814354117633,0.15686705025778935
SLF2,0.6622532404333918,0.5487143897895668,0.789514014305633
SLIRP,0.04552818612792813,0.20786095464348545,0.12386493618109315
SLK,0.0029788240200782218,0.2624911960151174,0.6455080792438181
SLMAP,0.17871596723354566,0.5369772011233845,0.823402663702715
SLTM,0.18403326610677015,0.26761676477498086,0.8152302101838689
SLU7,0.04696494660182581,0.13893147660667493,0.925579724682148
SMAD2,0.3266181617995081,0.0088368296110732,0.00017888680468077306
SMAD9,0.26896861755823603,0.017747037092340687,0.21230729896134246
SMAP2,0.6273007222409803,0.4130363798301099,0.48101111011568676
SMARCA1,0.015557998389751717,0.002535619500619366,0.8448138125969291
SMARCA2,0.0035659675777660904,0.009534701575059154,2.397010492645658e-05
SMARCA4,0.29639012901576894,0.5081458400717653,0.2532058364087402
SMARCA5,0.0038368484786408526,0.06072920464265912,0.00015831466882044575
SMARCAD1,0.04553469485998228,0.6086734307081689,0.9891510309133075
SMARCAL1,0.6766706736365571,0.06685806413643056,0.0936381918193747
SMARCB1,0.0009573783048278773,0.23876294876697346,0.15761195056799704
SMARCC1,0.0959800014179828,0.31852521807125417,0.6414782399506505
SMARCC2,0.6328297751059433,0.18710142248054795,0.4422564887580075
SMARCD1,0.9015078218070793,0.40788125508935663,0.16782053339553515
SMARCE1,0.25996480058646076,0.15483844020071352,0.5734040587632663
SMC1A,0.25046805099634506,0.41475308517240617,0.2839119153912764
SMC3,0.9942376273905357,0.027499889932425296,0.9014931845242643
SMC4,0.13955867336452124,0.7992691044879424,0.08552971252124046
SMC6,0.07556409664415864,0.3079729219617759,0.9261174360259035
SMCHD1,0.18088237102670338,0.26372366581644985,0.536091679551133
SMCR8,0.860978999621995,0.7921195909935211,0.048154935313873305
SMDT1,0.0004179352381362013,0.21434455388296475,0.23177119019921547
SMG6,0.9017412584189749,0.6652655938506522,0.30924456287498636
SMG7,0.010235148172697394,0.048885182064157005,0.015159071977145201
SMG9,0.3122016070903527,0.20276101809208458,0.10290444357527162
SMIM13,0.01249164206438303,0.0006550943396653718,0.2879678368353297
SMIM14,0.33810329807914313,0.6164459834411085,0.18836519838786983
SMIM15,0.941523368533842,0.45489071136845305,0.10600691424298182
SMIM17,0.15224976641645782,0.018914552158907885,5.90592946904818e-05
SMIM19,0.025398913886509996,0.3044044095844266,0.40088293459087115
SMIM29,0.2431704263268005,0.11343926390136427,0.11582628838094754
SMIM4,0.7770814528250848,0.3006928573323895,0.00011333425551348135
SMNDC1,0.4498172233604255,0.18688651671118023,0.0025185388145011704
SMOC1,0.0004045528348452935,0.10566693665792566,0.001668741004898352
SMOX,0.587978967946018,0.25958499749681924,0.13564322293020092
SMPD1,0.0010736884137676984,0.3720366971729983,0.00805302725216708
SMPD3,7.558194479830211e-05,0.0028512045155927737,0.02803325242697638
SMPDL3A,0.013094591758258839,0.6454497948080257,0.07843643445962438
SMU1,0.5441491254648763,0.1419992168494123,0.1055167054872222
SMUG1,0.02425919680626112,0.2535486907070938,0.12707945570161872
SMURF1,0.013988302748609028,0.10998334389226606,0.0001607184553481352
SMYD2,4.7127748075207395e-05,0.46631861593939294,0.3032816426551378
SMYD5,0.12428164937374939,0.08145135004301007,0.5709202150153376
SNAP23,0.17311307060674774,0.20282821294800685,0.18987604567725486
SNAP25,1.9842414936568778e-07,9.899743349932251e-05,0.18339598432908538
SNAP47,0.0019052656034191768,0.2895595137885627,0.0928279027417818
SNAPC2,0.03788012487980857,0.20453641533891914,0.6638441206640859
SNAPC3,0.3866965427213321,0.7130874533194108,0.7230273345059404
SNAPIN,0.0131032326850063,0.721412367631781,0.2862549007614572
SNCAIP,0.05186802162595873,0.0005481540453489247,0.00022606487448615704
SNCB,9.126639535179802e-09,0.0002355912066665938,0.006176415410760102
SND1,0.004922253032496637,0.027455293126763123,0.05179788836914052
SNF8,0.7180468941714697,0.682343619844346,0.3448727820031335
SNIP1,0.07182607522268762,0.8949839634227806,0.3470286672238526
SNPH,0.002781466241394886,0.017544467775986824,0.18114131403795533
SNRK,0.48376463063942055,0.008817808554729347,0.0006203894247229461
SNRNP200,0.8229603210268085,0.42207701413439536,0.6766246964132939
SNRNP27,0.07916350911650014,0.5110913324855575,0.40095620165681717
SNRNP40,0.02812520312904086,0.020931151352900322,0.08964747637256973
SNRNP70,0.2694837499486812,0.7290459948031924,0.6894390835486287
SNRPA,0.4668838301968541,0.7738740814991039,0.6185963520066793
SNRPB,0.6856797484220463,0.5390833090026357,0.05319452868995924
SNRPB2,0.06956587306182363,0.015236865358150954,0.007969548737538263
SNRPD1,0.0313210971277682,0.9674043340380383,0.4595208854750219
SNRPD2,6.9315826791807875e-06,0.19582702960125856,0.9670382857635106
SNRPD3,0.8806080224444742,0.25069698924165085,0.4240442928662055
SNRPN,0.004230190183649029,0.003832005829669685,0.05286240272055141
SNU13,0.10046805556812084,0.3346617209121893,0.021188836481432407
SNUPN,0.6702737027420813,0.49340435293289686,0.041714738676947714
SNW1,0.5099745232319143,0.37602793284534164,0.010614473707931083
SNX10,0.00022275051224504737,0.025847203827002504,0.22454660961463788
SNX11,0.16633072419124856,0.4411015961965812,0.3508667012591573
SNX12,0.21689840051500187,0.03830433269587432,0.540467077012432
SNX14,0.5126616511445367,0.7158604696466512,0.5392097580533435
SNX15,0.0794963695725157,0.15605966615057007,0.0210285236131805
SNX16,0.02552459683364794,0.05606186569243,0.004095274719140014
SNX17,0.09947287970199406,0.8583567512785155,0.2508876110002435
SNX18,0.21106216373997,0.9867166942370628,0.007639772010857288
SNX19,0.008071168841126993,0.6838063552756093,0.00016003241593396408
SNX21,0.18443227513936758,0.12632853372460093,0.27150212084148423
SNX4,0.4836409752031511,0.15127893978455342,0.6344421183442499
SNX5,0.08597711726754048,0.15195639525274235,0.19040419876806197
SNX6,0.8543119219426859,0.05837452058481282,0.04023315264012039
SNX7,0.011860766234887639,0.001963102863785404,0.07794566521606215
SNX8,0.017230052459300316,0.04628508589684124,0.7137983247440853
SNX9,0.030705595309930306,0.02064059204938533,0.016695163228655233
SOCS2,0.036130390193809356,0.11981305609202456,0.00170823475316229
SOD1,1.4749321252314297e-06,0.5576551665664146,0.26577299491178263
SON,0.32110565134413616,0.6755728622063697,0.19417863744867248
SORBS3,0.14702737190899556,0.32478340499411645,0.46584716505539603
SORL1,8.345185639969551e-05,0.09874655422802205,0.9398366676674137
SOX10,0.0022509191378728066,0.05599113508415456,0.00030316369139959546
SOX8,0.004060729823160862,0.035019094150193456,0.0006188344952081256
SOX9,0.08653519656084956,0.09585293298891859,0.22616437133387302
SP2,0.9580419884971351,0.3498217160142025,0.4056245505734246
SP4,0.010019729773734245,0.42056460227310943,0.005737980645300429
SPACA9,0.7076212435149523,0.7707286790828368,0.5964695711951629
SPAG7,0.2644257976466321,0.1273244130117692,0.15950907401421735
SPAG9,0.36974413804266965,0.22278283101735646,0.00885604837014067
SPARC,0.002251573567315597,0.00682142076848699,7.442442137046781e-10
SPARCL1,0.035999169400612374,0.4000722148064405,0.22765157788688922
SPART,0.3048481712397568,0.6809375346539532,0.6021404554830512
SPATA2,3.461672069063673e-05,0.059936415522517356,0.4970551433054592
SPATA20,0.15586941694782772,0.042417988433748284,0.009942648421763478
SPATA2L,0.6022411634559721,0.7867739865361528,0.48708317166740944
SPATA7,0.04567321300903484,0.09849936087223882,0.9101197020809672
SPATC1L,0.4211165238041663,0.08218424391122651,0.0011756724994830324
SPATS2,0.009017863525648635,0.5692277738564155,0.7068101546076164
SPATS2L,0.39527492648524865,0.38515846413436555,0.00017348364393637007
SPCS1,0.0012287900680128744,0.10823429877985515,0.02789143450350091
SPCS2,0.21232102042330783,0.6809629949056328,0.2716298227145651
SPCS3,0.019581595987995585,0.003750367077487601,3.3348276535646475e-06
SPDL1,0.5423006712073768,0.6992206035256405,0.7094974379673842
SPEG,0.3776725299990945,0.3332712698452193,0.0006020753503699248
SPEN,0.03108165296153672,0.19692534073548063,0.013311041250891028
SPG21,0.9278970667960255,0.9414871436965391,0.16833351429806426
SPHKAP,0.2937436672804289,0.2223353104535944,0.07952344444040371
SPIN1,0.002345383623972086,0.12820438067674406,0.146714974293544
SPINDOC,0.526861691861406,0.4020446611773993,0.35361689506638355
SPINT2,0.24110803332915728,0.09497454711309448,0.00891672056652279
SPNS1,0.4582770304568512,0.5420119667888552,0.2619269041695279
SPNS2,0.002330824575086561,0.8293742820325689,0.36487906853619656
SPOCK2,0.0005330377249046145,0.41825666463024014,0.0024824267406347205
SPOCK3,0.4838515917515498,0.33992391685670337,2.097277488332176e-06
SPOP,0.013542627565674805,0.19476443666610557,9.119326246672171e-06
SPP1,0.2571743459238633,0.0015708121131691912,0.10611521393896325
SPPL3,0.04565808590748809,0.7998371283936475,0.5373977000619445
SPRED1,0.5468971358403415,0.46359172194838505,0.0002304517487035379
SPRED2,0.7906118792048177,0.14557007358781998,0.0003467938267335177
SPRYD3,7.930110125377158e-05,0.5005197554464927,0.27482737315448885
SPRYD7,0.5380255789614523,0.1617332585109617,0.6599516248539448
SPSB3,0.02059577958775522,0.09336144490835019,0.0003782767575363443
SPTAN1,0.0454439023712672,0.7773481282676539,0.17170643526568014
SPTBN1,0.0007008090863763782,0.016866259154460377,0.7839419300325972
SPTSSA,0.5866569374876609,0.02623930674244551,0.20064841230420108
SPTY2D1,0.7030109137521238,0.543282692250738,0.7275751529362162
SQLE,0.5254410133227069,0.8071763238401446,2.4300498192559298e-08
SQSTM1,0.011797926129740224,0.188401387740783,0.0005071018031142224
SRC,0.005863594656625114,0.14593660401091174,0.11133062737251102
SRD5A1,0.2082303087244021,0.3766598027715967,0.5847235175867682
SRD5A3,0.1170595332203215,0.12028204786844006,0.13148818885078029
SREBF1,0.07840255595496375,0.2565208815704862,0.079903856869064
SREBF2,0.044420018340242014,0.11219257651324922,0.30235208257103363
SREK1,0.7155316733902852,0.04699185966059663,0.39936505150908214
SREK1IP1,0.3349755661773365,0.598917443147966,0.08208540415380952
SRGAP2,0.25045093046038036,0.37597995037897003,0.014880361662764378
SRI,0.006368345506507738,0.016935218417794093,0.016377698341182235
SRM,2.213235976050741e-08,2.0390056222313666e-05,0.42374428199948355
SRP14,0.3625453604726622,0.01971153806158305,0.0890947837600023
SRP68,0.7380751230942075,0.9328035114781079,0.8287589502770045
SRP72,0.0832650826688204,0.35311973790872314,0.002812179412864323
SRP9,0.29652908795666966,0.14947414533067763,0.029732252238110646
SRPK2,5.429584282788704e-07,0.004034264492618389,0.1236999754868924
SRPRA,0.011355263044737971,0.11111109306072221,0.8092675562136971
SRPRB,0.36045494472108186,0.4804871520981632,0.4754754174336253
SRR,0.45880382198474656,0.09493747240755247,0.5790749390711574
SRRM1,0.34496488286428545,0.5530980800075043,0.8899045368891352
SRRM2,0.8919457482290595,0.5757168938157556,0.7980649831175892
SRRT,0.8186632858994536,0.8187870215957973,0.16826745999367454
SRSF11,0.8484724296657391,0.009862118302541276,0.23779354498076224
SRSF12,0.6760318993389962,0.4415941310025898,0.1454495357088373
SRSF2,0.3078725391845904,0.49289178587350635,0.36424260512860795
SRSF4,0.1500380133310264,0.20479174298811856,0.3893881966154277
SRSF5,0.7421213253171017,0.09737271389975381,0.16179309928711738
SRSF6,0.7301453335669337,0.6860374768772504,0.09342637148527662
SRSF7,0.04739648404579692,0.2561634285734171,0.37013069728247505
SRSF9,0.001782496460196247,0.08990115505812991,0.9265410910086493
SS18L1,0.01810231641643644,0.5109358787445186,0.08927406079546284
SSR1,0.45981918419432244,0.6146234520190177,0.45035782561452875
SSR2,6.2683760316230384e-06,0.0745515575502056,0.146533523828316
SSR3,0.29471413225387033,0.3070770742400301,0.33549961745631357
SSR4,0.0990458855400374,0.2156979985131338,0.20267810147407278
SSRP1,0.16481309367167007,0.132736746683212,0.20483741254452903
SST,0.009792459560497038,0.0001588288083829241,0.00023334415869729198
SSX2IP,0.01472669981419192,0.27693363084362305,0.08830609844038613
ST13,0.4069589435171821,0.650737752539677,0.20731476986571817
ST3GAL2,0.7811066627048355,0.05982218959607281,0.03553625907790675
ST3GAL3,0.030807313694183085,0.002273553082057144,0.00010706036030883113
ST3GAL4,0.12191415751107554,0.8076558138569798,0.8373338569618206
ST3GAL5,0.0005509093497468743,0.33732620337276514,0.00481309893608624
ST3GAL6,0.006388261665607586,0.22636392118495832,0.12708860975489586
ST6GAL1,0.03502857763599324,0.10187717717961609,0.8057005029773141
ST7,0.3972334231586524,0.035815189995420035,0.1658382471519113
STAG1,0.07542213386772509,0.10731957216975277,0.012181216204039084
STAG2,0.7754756603464508,0.45308259326856726,0.9099107782937058
STAM,0.07742749387383095,0.3389202268035518,0.008089251743122812
STAM2,0.010235806522423164,0.7985355114504276,0.011916456240260652
STAMBP,0.3518286505676981,0.17415314682206726,0.0003702715317491398
STARD10,0.6889261118106403,0.3591506298547112,0.19526107686107563
STARD3NL,0.4298891042348777,0.059876318040877265,0.0727757519842298
STARD4,0.12255873183666671,0.010181539020827598,0.04315129960075225
STARD7,0.40296505053553755,0.5474393698210029,0.7465579494672607
STAT1,0.042673459573756935,0.04576351579637883,0.07742370126734757
STAT2,0.016292417078120878,0.3310505411068774,0.5622048436619301
STAU1,0.5287569398132901,0.5542358404081593,0.40033899228324127
STAU2,8.025240974847283e-05,0.4609799278381085,0.6732160313236697
STIM2,0.1220813827566266,0.6935942555944886,0.31901152247974046
STIP1,0.3288769008506456,0.16176821869030603,0.051682955560277265
STK11,0.8705014621976968,0.12016903259920961,0.9147550637464399
STK11IP,0.4006301096890329,0.7030473457360942,0.7414013697793888
STK16,0.4934315279455821,0.5785720497793744,2.1006149120097223e-05
STK17A,0.03824459963133631,0.06579106865287872,1.2075394529418563e-05
STK24,0.1109355707266615,0.2593888290314887,0.04028940244630437
STK25,0.9059599970562234,0.841811717246706,0.32771787462914326
STK32C,0.14063506214045288,0.5005596411850983,0.49475094948797527
STK38L,0.08581212011821034,0.17299282471180952,0.30215300866273853
STK39,8.82673332789037e-06,3.687642851477876e-05,0.0069119834011812315
STK4,0.9873957459724149,0.4577094808717702,0.3991800576946413
STMN1,0.07426105981623615,0.3156045098190253,0.014970902313087741
STMN2,0.2953378027753591,0.5877590427215189,0.38300120330163695
STMN4,0.03950668831861093,0.28506847780167965,9.842877684823367e-06
STOML1,0.009998549076877328,0.522808962802995,0.14316340675209852
STOML2,0.7053601190114,0.1487721712658573,0.0004325549589350515
STRADA,0.8964056011548425,0.988068640251837,0.8764149350000849
STRADB,0.6905037376385311,0.020751727760462493,0.6455724100728633
STRAP,0.43107293137618286,0.8232092551237715,0.32669378791771325
STRBP,0.0038750939917221333,0.0017546513783387571,0.13988197643219852
STRIP1,0.03235333325153982,0.9862990458661487,0.010081498654979084
STT3B,1.1280238139122143e-05,0.0923132662544007,0.039389063495607606
STUB1,0.2676773865212267,0.170633365044604,0.9276120789818629
STX10,0.7210214496752997,0.21497823988011938,0.9383536396636287
STX18,0.45772128030370807,0.7225802471754992,0.5411965070316465
STX2,0.23349849379654664,0.4697462695105926,0.7067345121732274
STX3,0.5373731472574992,0.08848204713973025,0.16004725206153028
STX4,0.9755545689506077,0.8821753163388663,0.19494062573513918
STX5,0.023997431355233623,0.3423299269135773,0.2648363734530901
STX6,0.04266643502595354,0.11297617498204217,0.6891139566555498
STX7,0.00012488172729648877,0.016303708543995356,0.5287378239665401
STX8,0.5436507399174626,0.026095698111821417,0.12310267976511317
STXBP1,2.8660604678029134e-05,0.01962400291603655,0.16073599180254397
STXBP3,0.08707486016093224,0.011736893442320418,0.34739377491819995
STXBP5,0.00043196324469334864,0.00025820162828591657,0.09524498471301511
STYX,0.0009657504454700403,0.6160407512415393,0.7143874030123474
SUB1,0.0009829864171567565,0.038623976552208415,0.048809153435890276
SUCLG1,0.5613628143576721,0.29849216641025406,0.8226023630013911
SUCLG2,0.03150867837766738,0.4444154956641111,0.052799282259604605
SUCO,0.23031686503836624,0.135076933110271,0.08693730971163291
SUDS3,0.06855124163008433,0.9597981966852445,0.0029502814394350217
SUFU,0.6772442420926784,0.06284002478664921,0.7147125475632143
SUGP1,0.08964198340858237,0.1802143090874576,0.646835195608517
SUGT1,0.6742733445863056,0.11647739945755842,0.9066666365544195
SULF1,3.5756937476594235e-07,0.00014254897722681828,1.6457518650609924e-07
SULF2,1.258106798363991e-05,0.004419278186061438,3.687061999198059e-06
SULT4A1,2.2083341063981116e-05,0.036691414636968525,0.24906600303962265
SUMF1,0.37635118916097576,0.4814881365783995,0.13127059588884385
SUN2,0.26349590552238994,0.3686907673270232,0.04364816088176057
SUPT16H,0.5686218168794469,0.3189259830300216,0.4294828369305732
SUPT20H,0.6549202476833489,0.6381458050743016,0.0060447112547023845
SUPT4H1,0.810931371188504,0.6168982829414857,0.9930270253517214
SUPT5H,0.0861796539922331,0.6779024060706662,0.04211383703387901
SUPT6H,0.359774963541831,0.4625686397807278,0.9229318134259152
SUPT7L,0.6508407340092952,0.7959150565146297,0.1716418923169878
SUPV3L1,0.8684786750747568,0.3834207478394332,0.7520371818295372
SURF1,0.0050144283921552185,0.8309187075139881,0.17364803869384302
SURF2,0.05754271214644354,0.33426196554263976,0.14021307392916257
SURF4,0.15485115958453582,0.30268058420228666,0.00022987246775473037
SUSD4,3.588954223016306e-06,0.5122276172632307,0.024364873162143023
SUSD6,0.28875818551846816,0.24680570347025482,0.1579223990206517
SV2A,0.0004476028773353008,0.0013181234348873586,0.028693163831595318
SVBP,0.02034057166312564,0.04526431907967901,0.11093422940593221
SVOP,4.0967651348221544e-07,0.06469568639032815,0.08062921465828543
SWAP70,0.2743434035520886,0.1486909709805865,0.10511674860829126
SYBU,0.25783200589205163,0.48396437829156436,0.18865390782308813
SYF2,0.6080079042109812,0.5425623365431298,0.7235134334597471
SYMPK,0.14146247634109416,0.08835387532626607,0.10311961211906225
SYN1,2.0877742665951167e-08,0.012324805146922729,0.14497135694189847
SYNCRIP,0.6218440824098386,0.2511547946591307,0.37853627795036854
SYNDIG1,0.32340839738239713,0.8386789580967404,0.02690058616002464
SYNE1,0.17811960811749414,0.056958232409292986,0.43589801367893466
SYNGAP1,0.2341040483413709,0.02710037665523199,0.0015776917619462739
SYNGR1,0.029844585184980864,0.06067373771800283,0.343451467397688
SYNGR2,0.8192539386297026,0.35953718198237994,0.1160786522546647
SYNGR3,4.346686942813226e-05,0.00043544727547461593,0.06684272529834441
SYNPR,0.00207480044606364,0.0012412306964715916,0.29414813993696787
SYNRG,0.70553473229312,0.01377124552299926,0.03278113943153727
SYP,1.3111281490670266e-05,0.06266275241619831,0.18688565008106836
SYT1,1.7162656031901264e-09,0.0005671411394538561,0.03226815699751231
SYT11,0.00048612111518035067,0.06948456394572666,0.2583100167236301
SYT17,0.030724350981983915,0.0034399248818647262,1.7436943395194475e-08
SYT3,0.019072973721869214,0.42639476297088297,0.5810461271548519
SYT4,0.1436031283832179,0.5082812624401837,0.2842546178146267
SYT5,0.006913982429847568,0.4691260043542478,0.24898537751469682
SYVN1,0.21130079291539333,0.29821481825199736,0.09661020306835034
SZRD1,0.11999259656557659,0.17310775519844734,0.16982364374816714
TAB1,0.8834055223935159,0.009784832095308471,0.39133448403061893
TAB2,0.5102118869586068,0.005747501767134747,0.46296078292460885
TAC1,2.116790636882937e-08,2.5198195910061406e-05,0.0823945928908998
TACC1,0.2795069627351604,0.39137639840840155,0.8691407805542046
TACO1,0.019313122336855844,0.3241936109882526,0.19274053616062964
TADA1,0.006256391951728732,0.9988367084245677,0.13169118477643219
TADA3,0.3019798884849744,0.1391246046690436,0.11489983294738736
TAF10,0.0032192297821204393,0.7566841873929534,0.2945711447240292
TAF11,0.5778556284644745,0.5388731305557966,0.11501647503034547
TAF12,0.1123499160205285,0.7964986938157953,0.48104900921184657
TAF15,0.011153321745241054,0.9865251136748153,0.9911687653839666
TAF1C,0.0009027611133685184,0.37731469799258366,0.23953841527727734
TAF1D,0.58485039790548,0.45888198354534426,0.4963055315549193
TAF5L,0.14558521064934374,0.8379116271696898,0.7423453228339574
TAF6,0.12390896214022422,0.6712386456863315,0.9537356325286247
TAF9B,0.002818360919885222,0.07593795435390946,0.201536826460366
TAGLN,0.09509148445073688,0.015951564571897177,0.003213437348020574
TAGLN2,0.00014533979770211028,0.11953807633907655,3.4156471704343015e-05
TAGLN3,0.006125856350088351,0.05376087043177234,0.029432030447404584
TALDO1,0.7931476640203772,0.010188978413005558,0.08242293528378122
TANGO2,0.04854867745547742,0.00749785108757442,1.073359329413456e-06
TANK,0.4322928226989431,0.08987262167581068,0.6484405484572504
TAOK2,0.022803747678147895,0.3408583876889429,0.0803442322034149
TAOK3,0.19104946698843878,0.8847729262624624,0.9646892272808281
TAPBP,0.006796804458465421,0.1843007584069024,0.009350695014202198
TARBP2,0.5769621284746205,0.43303941134074153,0.9058433160009174
TARS1,0.14167407392713038,0.020910804711651156,0.44220130616137376
TARS2,0.9391925090471314,0.2651864132433557,0.5141724291961627
TARS3,0.003343706040611256,0.20412389660275476,7.138535800847841e-05
TASOR,0.18310547576447037,0.06532174605914855,0.36290993371402064
TASP1,0.49838171688062316,0.3580220904404099,0.263196650604907
TATDN1,0.2539614408249079,0.42731874332535114,0.002392872016009507
TAX1BP1,0.017417971258434285,0.005911927975322006,0.12087514844857179
TAX1BP3,0.2936112507681351,0.7378397279264719,0.04413323331452383
TAZ,0.04717521686711009,0.07321674500448601,0.4097021725936672
TBC1D10A,0.0008995418670641617,0.10820706311872527,0.0009631445811475497
TBC1D17,0.5246926762288486,0.7862752224699678,0.7566021571689256
TBC1D20,0.18472190573217104,0.792290985961279,0.2937074573384994
TBC1D22B,0.4281789870525684,0.38021160344078514,0.5017485116495236
TBC1D23,0.588740202246369,0.9990714050846404,0.005983378821916043
TBC1D24,0.003870719880918035,0.06806618477976639,0.14923800820529648
TBC1D25,0.07088368822104354,0.46039713983493336,0.000467499767698713
TBC1D2B,0.9294673148891154,0.7985552953334752,0.3168636901797397
TBC1D5,0.12366876918814204,0.2400353005568081,0.1724180304054321
TBC1D7,0.2875956899127045,0.38172784910360724,0.3869155049513452
TBC1D9B,0.20976462864023698,0.035601240950120835,0.3991718091437146
TBCB,0.22952351780311636,0.26584048259135745,0.3239421040745767
TBK1,0.16470724011998955,0.45786994038743645,0.9724692835333272
TBKBP1,0.010099418501421537,0.9450574411482704,0.401418125822983
TBL1XR1,0.014406839565733586,0.004601994918989944,0.454257809849288
TBL3,0.29639613196493503,0.914662247785978,0.7930103541380473
TBP,0.9630545985113816,0.3517861101682738,0.0079604475808073
TBPL1,0.713928462578068,0.008361977070689497,0.14935891250194044
TBR1,2.1553322944084273e-07,1.3583017938306136e-05,3.177544520813606e-07
TBRG1,0.25998789473642936,0.8068808059426437,0.9025677325969506
TBRG4,0.3410165705382252,0.004910555264519266,0.696996530137456
TCAF1,0.11186619523844393,0.015628561320332454,0.03343545043583854
TCAIM,0.9607693634007335,0.0017808355074956077,0.5367839840427241
TCEA1,0.3516763436485523,0.08525448964753893,0.9534533231583721
TCEA2,0.12598000436589255,0.3655700696721397,0.0004025132372777383
TCEAL4,0.23317946870065373,0.49432517293409173,0.06742990304904976
TCERG1,0.12266840123752139,0.263151879482415,0.42868143881254417
TCERG1L,0.016280191414857415,0.5589008031155102,0.009253436210589945
TCF12,0.05897078270403066,0.13999628067987221,0.330675231545706
TCF25,0.010307551037979684,0.7359028495538841,0.006635168264550545
TCF3,0.07828716167859388,0.07674308475399777,0.10520576054434103
TCF4,1.295402029035962e-06,0.00511717287775272,0.004004528636100969
TCF7L2,0.024402287608410518,0.4034789074123612,0.0014288938659820006
TCN2,0.02164250687763961,0.10406828683789959,0.0039728106130294885
TCP1,0.25078263587079613,0.16327684441922,0.15552919842782617
TCTA,0.2723104274910821,0.028182008847702028,0.0267469677968563
TCTN1,0.8703945044079442,0.15331086562452917,0.16935870468986242
TCTN2,0.0042792460998408955,0.18068444409756057,0.2530263037100745
TCTN3,0.08999107384879461,0.05011786314062606,0.34867617012165336
TDG,0.20024788652582184,0.608228335029855,0.04447682897512802
TDP2,0.1365624987172145,0.05695590375536491,0.06043282625006339
TDRD3,0.17976333982691667,0.5017520365207256,0.7527972840105106
TDRD7,0.0006445577056063217,0.08536226919016036,0.5021148526957111
TECR,0.47455351468037665,0.29402904843192856,0.3266024258996094
TEF,0.07877781113969354,0.44459693277823475,0.014756798976930175
TELO2,0.204925779257091,0.722205765639487,0.02728896341754905
TENM3,1.675133840680339e-06,0.0003111301548584864,0.022324162238791422
TENT2,0.2243026735830989,0.17512306344108927,0.41612611217079576
