"","logFC.spline_1.macaque","logFC.spline_2.macaque","logFC.spline_3.macaque","logCPM","F","PValue"
"NLGN4Y",0.0704022333862184,0.365341626594223,0.0237968299534971,8.68661673957113,0.648688731026305,0.588143497452802
"NLK",-0.399085374609305,-0.717851839091599,-0.292495467490924,8.72888690910259,0.120662588773757,0.947570293060964
"NLN",0.0315788099292404,0.147088260453658,-0.202632099898455,8.73107377700435,0.626413723807712,0.600569608197618
"NMB",0.0123087568021857,0.687682924080973,0.368153243775585,8.73211209084893,4.69271964042186,0.00563079814788722
"NMD3",0.271782022399373,1.18383137693695,0.0705278446594228,8.70215953148579,6.17058035261001,0.00116755361732165
"NME3",-0.057389402717462,-0.291370997664561,-0.319644434662712,9.05544360749928,2.60666641555109,0.0553052191992532
"NME7",0.626322982215246,-0.250214578799442,-0.143036312532755,8.79596582394962,4.83835147897939,0.00372752529575549
"NMNAT2",-0.107139745070964,-0.448305568151828,0.198793675066614,8.93919891965331,0.626656198448893,0.600537458103714
"NMRAL1",-0.0551220133219764,0.185291748509737,0.0729786483732565,8.78358940553891,0.249379535667736,0.861526666801096
"NMRK1",0.343870697798605,0.716088229939515,0.0761756340012942,8.68388406500779,1.81975425701821,0.157446960168007
"NMT1",0.138050713809016,0.768799129654602,-0.0312772422506576,8.93507184154611,1.97732747565899,0.123024347941332
"NMT2",0.550181443492697,0.787349443765167,-0.630039549273555,8.84148768359103,7.02003431618793,0.000280155012356777
"NNT",-0.162617658135086,-0.277428334017585,-0.423407379526406,9.01342724976392,7.8434422138234,8.92917511742513e-05
"NOA1",0.309570260832914,0.347108226904616,-0.000245368077533647,8.72583306136602,1.6500258504246,0.187261016656702
"NOB1",0.137062998001089,0.316945872472439,-0.238995471632306,8.70053255254466,1.14185882102465,0.340824193117632
"NOC2L",0.0977282416538804,0.176120784593068,-0.22323731860268,8.85464586024563,1.50511726872174,0.218729193097387
"NOC4L",0.0993866287641642,0.0397380783686238,-0.160336456085013,8.71844760870665,0.476812644992594,0.699704867854979
"NOL10",0.324197285383625,0.17749286782156,-0.431821392027334,8.65771752526343,2.66214741303742,0.064884051781733
"NOL11",0.197331479757051,0.438922352157904,-0.0408415471611334,8.76657022905434,1.59946252619228,0.196502249139499
"NOL12",-0.222711409091644,-0.125759588038975,0.131856704350367,8.67337207566822,0.438125042772174,0.726972184795974
"NOL4",-0.773084656116893,-0.198431713017105,-0.218900124518986,9.14194924305706,8.89194531637353,3.05557524338426e-05
"NOL4L",-0.167919710757745,-0.0667475624163454,0.114322977304326,8.77677399160725,1.3771469260716,0.258651937619323
"NOL6",0.171176381722849,0.800893077669838,0.0938982596356407,8.71490985974819,2.60041640386613,0.0610606022256459
"NOL7",0.110597772396678,0.635859305067101,-0.277143525139568,8.90467743905252,4.88110163438941,0.00337182901912452
"NOL8",0.520120315289407,0.219332712544248,0.0674616130966591,8.69844061929087,3.55164286006183,0.0206701925192184
